CIC,ACNA,Entity,Assgnmt Dt,Contact,Phone,Street,City,State,Zip
6445,SCJ,"Sierra Communications, Inc.",04/06/2000,Peggy Briesh,575-278-2101,532 Broadway,"Des Moines,",NM,88418
6448,NBR,"The New Brunswick Telephone Company, Limited",04/30/1998,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
6449,NBR,"The New Brunswick Telephone Company, Limited",04/30/1998,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
6450,NEN,"Net Lec, LLC",10/08/1998,Jim Paulos,920-617-7085,450 Security Blvd.,Green Bay,WI,54313
6454,WCV,"Wittenberg Cable TV Company, Inc.",08/04/1998,Al Mahnke,715-253-2111,"104 West Walker St., P.O. Box 160","Wittenberg,",WI,54499
6455,MPY,"Mtel Long Distance, Inc.",06/13/2000,John D. Strode,870-336-2345,4880 Navy Rd.,"Millington,",TN,38053
6460,GGN,"Eureka Telecom, Inc. dba Eureka Networks",07/26/2000,JoAnn Wight,610-755-4397,1019 W. Ninth Ave.,King of Prussia,PA,19406
6464,GSN,"GoldStar Communications, LLC",05/07/2001,Preston Meyer,419-753-2457,301 West South St.,"New Knoxville,",OH,45871
6465,HAC,"PrimeLink, Inc.",11/06/1997,Carrie McComb,518-298-2227,"1118 State Route 9, P.O. Box 782","Champlain,",NY,12919
6472,GEW,Grande Communications Networks LLC,05/10/2000,Ola M. Young,512-878-5492,401 Carlson Circle,"San Marcos,",TX,78766
6483,IEO,"PTI Pacifica, Inc.",03/20/1997,James Q. Calderwood,670-234-2550,P.O. Box 500306,"Saipan,",MP,96950
6484,HTJ,"TelCove, Inc.",10/01/1996,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
6485,GBE,"Globe Telecommunications, Inc.",10/17/1997,Arlene Morgan,706-645-8116,1241 O.G. Skinner Dr.,West Point,GA,31833
6486,WIY,Winn Telephone Co. dba Winn Telecom,03/14/2001,David Brinks,989-317-9828,402 N. Mission ,"Mt. Pleasant,",MI,48858
6487,WIY,Winn Telephone Co. dba Winn Telecom,8/20/2009,David Brinks,989-317-9828,402 N. Mission ,"Mt. Pleasant,",MI,48858
6493,XLD,"Mabel Long Distance, Inc.",10/25/2001,Lorren Tingesdal,507-493-5411,214 North Main,"Mabel,",MN,55954-0368
6500,BAW,"Bell Atlantic Network Services, Inc.",03/08/1996,laura.r.dalton@verizon.com,,,,,
6503,QGC,"Geneseo Communications Services, Inc.",01/31/2001,Scott Rubins,309-944-8089,111 East First St.,"Geneseo,",IL,61254
6505,QBC,Telus Communications (Quebec) Inc.,04/27/1998,Olena Bilozerska,216-279-8521,1600-200 Consilium Place,"Scarborough, Ontario",CANADA,M1H 3J3
6510,---,Telus Communications (Quebec) Inc.,09/03/1999,Olena Bilozerska,416-279-8521,1600-200 Consilium Place,"Scarborough, Ontario",CANADA,M1H 3J3
6520,XLL,"X5, LLC",04/30/2001,Richard Reynolds,---,"1501 4th Ave., Suite 303","Seattle,",WA,98101
6529,KPB,Pembroke Telephone Cooperative,9/15/2004,Jill S. Williams,540-6226-7111,"504 Snidow St., P.O. Box 549","Pembroke,",VA,24136
6530,OTL,AccessCom Inc.,11/19/2002,Carmen C. Wright,985-655-2000,727 High St.,Houma,LA,70360
6531,LOJ,Computers 5* Inc. dba LocalTel,03/21/2001,Debra Purcell,509-888-8888,343 Grant Rd.,"East Wenatchee,",WA,98802
6536,OLP,"Windstream Norlight, Inc.",07/16/1998,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6543,DWS,"Discount Network Services, Inc. ",02/23/1996,---,---,---,---,---,---
6550,QBC,Telus Communications (Quebec) Inc.,04/27/1998,Olena Bilozerska,216-279-8521,1600-200 Consilium Place,"Scarborough, Ontario",CANADA,M1H 3J3
6552,WLN,"Wilkes Communications, Inc.",03/22/2001,Eric S. Cramer,336-973-6112,1400 River St.,Wilkesboro,NC,28697
6553,LKF,"Lakefield Telephone Company, LLC",01/08/1999,Jim Paulos,920-617-7085,470 Security Blvd.,Green Bay,WI,54313
6554,ETQ,"E-Tel, LLC",05/29/2001,Jeannie Englert,270-441-7799,607 Broadway,Paducah,KY,42001
6555,PZC,"Pathwayz Communications, Inc.",02/06/2004,Paul Chapman,806-355-0551,4176 Canyon Dr.,"Amarillo,",TX,79109
6565,RVN,"Riverstreet Communications of North Carolina, Inc.",4/26/2016,Christine Craven,336-973-6199,1400 River Street,Wilkesboro,NC,28697
6566,KTO,"First Communications, LLC",04/26/1999,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
6567,KTO,"First Communications, LLC",04/26/1999,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
6568,MXB,Mutual Telephone Company of Little River,3/17/2004,Sheldon Smith,620-897-6200,345 Main St.,"Little River,",KS,67457
6574,MZJ,"Windstream Montezuma, Inc.",11/18/2005,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6575,STZ,Americatel Corporation,08/08/1999,Aurora Ares,301-610-4339,"7361 Calhoun Place, Suite 650",Rockville,MD,20855
6576,MSN,"TDS Metrocom, LLC",01/30/2004,Phillip M. Berry,608-664-4524,525 Junction Road,Madison,WI,53717
6577,RKL,Crosslink Long Distance,03/08/1999,Chris Birkla,618-966-2196,301 West Main St.,"Crossville,",IL,62827
6581,SKA,"Southern Kansas Telephone Co., Inc.",01/05/2001,Donna Van Allen,620-584-8351,112 S. Lee,Clearwater,KS,67026
6582,SKA,"Southern Kansas Telephone Co., Inc.",03/10/2000,Donna Van Allen,620-584-8351,112 S. Lee,Clearwater,KS,67026
6584,FRU,"Flat Rock Communications, Inc.",01/31/2001,Donna Branson,618-584-3211,104 N. Rundle Street,"Flat Rock,",IL,62427
6595,NEU,Nemont Communications Inc.,01/31/2000,Kathy Greenwood,406-783-2206,"61 Hwy. 13 So., P.O. Box 600","Scobey,",MT,59263
6616,GNH,Gosfield North Communications Co-operative Limited,09/29/2001,Rob Petruk,519-839-4734,128 Country Rd. 34 W,"Cottam, Ontario",CANADA,N0R 1B0
6617,GNH,Gosfield North Communications Co-operative Limited,12/21/2013,Rob Petruk,519-839-4734,128 Country Rd. 34 W,"Cottam, Ontario",CANADA,N0R 1B0
6621,TYO,RCN Telecom Services of Illinois Inc.,02/18/1998,Debbie A. Cumbo,570-270-1843,100 Baltimore Dr.,"Wilkes-Barre,",PA,18702
6630,LBD,"New Lisbon Broadband and Communications, LLC",7/23/2015,John Greene,765-332-2413,6369 E. Dublin Pike,New Lisbon,IN,47366
6633,VND,Venus Long Distance Inc.,10/19/2004,Janice L. Kline,814-354-2192,1698 County Line Rd.,"Venus,",PA,16364
6636,WMA,"Call America, Inc.",11/30/2001,Jason Mills,209-940-1010,1121 Waterloo Rd.,Stockton,CA,95205
6644,PYN,Pymatuning Independent Telephone Co.  ,04/25/1995,Joseph Glass,724-646-5321,5 Edgewood Dr.,"Greenville,",PA,16125
6645,EPB,Electric Power Board of Chattanooga,12/07/2001,Dale D. Donaldson,423-648-1525,10 West M.L. King Blvd. (P.O. Box 182255),"Chattanooga,",TN,37422
6650,ONB,O.N.Tel,07/27/2001,Gerry McLaughlin,705-472-4500 x313,555 Oak Street East,"North Bay, Ontario",CANADA,P1B 8L3
6653,ONB,O.N.Tel,03/05/1999,Gerry McLaughlin,705-472-4500 x313,555 Oak Street East,"North Bay, Ontario",CANADA,P1B 8L3
6655,ERB,TSE Interurbain Inc.,01/13/2004,Marco Plante,418-484-2010,"34 route 271 Sud, bureau 10","St-Ephrem Bce, Quebec",CANADA,G0M 1R0
6659,DEE,"Ace Telephone Company of Michigan, Inc.",07/20/1998,Cynthia Sweet,507-896-6211,P.O. Box 360,Houston,MN,55943
6662,HRV,Three River Telco,06/14/2002,Steven Dorf,402-569-2666,"4th & Adams, P.O. Box 66","Lynch,",NE,68746
6663,TYU,"Tri-County Telcom, Inc.",07/30/1997,Fred W. Weier,715-695-2691,"417 5th Ave. North, P.O. Box 578","Strum,",WI,54770
6664,PYO,"PriorityOne Telecommunications, Inc.",08/04/2000,Jeff Crews,541-963-2625,216 Chestnut St.,LaGrande,OR,97850
6666,PHP,Path Enterprises Inc.,11/06/1998,Suresh Tanna,908-688-8990 x121,177 Parkside Dr.,"Union,",NJ,07083
6667,SDH,"Sandhill Communications, LLC",09/11/1999,Jeanne Oliver,843-658-3434,122 South Main St.,"Jefferson,",SC,29718
6668,SXO,"Sandhill Connextions, LLC",6/23/2017,Jeanne Oliver,843-658-3434,122 South Main St,Jefferson,SC,29718
6669,RGO,"Richland-Grant Long Distance, Inc.",11/18/1997,John Bartz,608-537-2461,202 East Street,"Blue River,",WI,53518
6672,NSC,"Windstream NuVox, Inc.",03/12/1998,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6674,MGN,Managed Network Systems Inc.,11/26/1996,Clayton Zekelman,519-985-8410,3363 Tecumseh Road E,"Windsor, Ontario",CANADA,N8W 1H4
6676,PBO,"PBT Communications, Inc.",08/25/1999,L. B. Spearman,803-894-1104,1660 Juniper Springs Rd.,"Gilbert,",SC,29054
6677,DNC,Dobson Cellular Systems (wholly owned subsid. of AT&T Inc.),12/12/2002,Linda F. Richardson,925-543-1530,"5001 Executive Pkwy, Room 3W200W",San Ramon,CA,94583
6678,WLV,"Wilsave, Inc.",02/23/1996,Steve Shyman,312-266-7257,"833 W. Chicago Ave., Suite 201","Chicago,",IL,60622
6679,RQM,"Comporium, Inc.",5/31/2017,Greg Lunsford,803-326-7170,330 East Black Street,Rock Hill,SC,29731
6682,MIO,Micronesian Telecommunications Corporation ,,James Q. Calderwood,670-682-2501,P.O. Box 500306,"Saipan,",MP,96950
6684,NKH,Network Telephone Corporation,12/28/1998,---,---,3300 N. Pace Blvd.,"Pensacola,",FL,32505
6686,HIB,Hibridos Telecommunications Inc.,05/29/2001,Maria Casillas,787-791-8686,"Cond. Coral Beach II, Apt. 810, Isla Verde","Carolina,",Puerto Rico,00979
6688,FER,"Freedom Ring Communications, LLC dba BayRing Communications",02/06/1998,Anthony Lievanos,518-694-8716,"41 State St., 10th Floor",Albany,NY,12207
6692,MLF,"Manawa Telephone Company, Inc.",09/30/1997,Christine Landowski,715-421-6098,"131 2nd Street, P.O. Box 130","Manawa,",WI,54949
6699,WCY,Central Wisconsin Communications dba WCTC Long Distance,03/15/1996,Christine Landowski,715-421-6098,P.O. Box 8045,"Wisconsin Rapids,",WI,54495
6700,ELZ,"Matrix Telecom, Inc. dba Trinsic Communications",02/26/1999,Jill M. Smith,214-254-3857,433 Las Colinas Blvd E Suite 500,Irving,TX,75039
6706,EWB,The Electric & Water Plant Board of the City of Frankfort,08/14/2000,Casey Jones,502-352-4320,151 Flynn Ave.,Frankfort,KY,40601
6707,BTF,Arkansas Telephone Company,09/20/2000,Randy McCaslin,501-745-2114,502 Church St.,"Clinton,",AR,72031
6711,NCB,Novacom Global LLC,12/11/2000,Tarek Jamal,---,"2801 Ocean Park Blvd., #245","Santa Monica,",CA,90405
6713,BOP,Table Top Telephone Co.,09/22/2000,Lisa Rossi,520-387-5600,600 North Second Ave.,"Ajo,",AZ,85321
6715,CKJ,"Citizens Telephone Cooperative, Inc.",03/04/1997,Dennis Bachman,715-237-2605,328 West Main St.,"New Auburn,",WI,54757
6718,PVH,Prairie Grove Telephone Company,08/21/2000,Rick Reed,501-846-7200,139 N. Mock St.,"Prairie Grove,",AR,72753
6720,NSP,"Chippewa Valley Communications, Inc.",08/19/1997,Gerald Levenske,715-672-4204,318 Third Avenue West,"Durand,",WI,54736
6721,GOP,Verizon Select Services Inc.,08/12/1998,Angela M. Pirzchalski,301-282-5632,13100 Columbia Pike,Silver Spring,MD,20904
6735,---,La Cie de Telephone de Courcelles Inc.,3/21/2008,Jocelyne Patry,418-483-5255,"101, avenue Champlain","Courcelles, Quebec",CANADA,G0M 1C0
6744,LVA,Lavaca Telephone Co.,10/27/2000,Greg Gibson,479-674-2211,"P.O. Box 230, 301 Hwy. 96 SW","Lavaca,",AR,72941-0230
6745,GAI,Granite State Telephone,08/02/1999,Steven Schilling,603-529-6258,600 South Stark Hwy.,"South Weare,",NH,03281
6746,TVN,The Phone Company,07/19/1995,Nichole M. Trimble,804-422-4959,2134 W. Laburnum Ave.,Richmond,VA,23227
6747,GIY,"Gridley Communications, Inc.",1/21/2013,Dora Swogger,724-985-4116,"301 Arlington Drive, Suite 3",Greenville,PA,16125
6748,MVL,"Mid-Rivers Tel. Coop., Inc. dba Mid-Rivers Long Distance",07/13/1997,Debra Wagner,406-687-7460,213 W. Benham St.,"Glendive,",MT,59330
6749,MVL,"Mid-Rivers Tel. Coop., Inc. dba Mid-Rivers Long Distance",7/21/2008,Debra Wagner,406-687-7460,213 W. Benham St.,"Glendive,",MT,59330
6753,CVO,Corporate Services Telcom,03/15/1996,---,---,---,---,---,---
6761,OTJ,Optivon Telecommunications Services Inc.,1/11/2005,Felix E. Cardona,787-792-2323,"Edif. Tres Rios, 27 Gonzalez Guisti Ave. ",Guaynabo,Puerto Rico,00966
6763,SNG,The Southern New England Telephone Company dba Frontier Communications of Connecticut,04/15/1992,Sheri M. Pressler,260-461-3475,6430 Oakbrook Pkwy.,Fort Wayne,IN,46825
6764,---,Mornington Communications Co-operative Ltd.,8/23/2007,Richard Banks,519-595-8331,16 Mill St. E.,"Milverton, Ontario",CANADA,N0K 1M0
6765,---,Mornington Communications Co-operative Ltd.,09/29/2001,Richard Banks,519-595-8331,16 Mill St. E.,"Milverton, Ontario",CANADA,N0K 1M0
6766,---,Mornington Communications Co-operative Ltd.,2/15/2008,Richard Banks,519-595-8331,16 Mill St. E.,"Milverton, Ontario",CANADA,N0K 1M0
6767,SSS,Telecom House Incorporated,5/18/2006,Sanie S. Cabangcala,310-289-9000 ,"8421 Wilshire Blvd., Suite 300","Beverly Hills,",CA,90211
6772,PYN,Pymatuning Independent Telephone Co.  ,09/29/1997,Joseph Glass,724-646-5321,5 Edgewood Dr.,"Greenville,",PA,16125
6775,WSD,Navigata Communications Limited,05/31/1999,Sarah Reilly,613-237-7191,300-177 Nepean St.,"Ottawa, Ontario",CANADA,K2P 0B4
6778,SVH,Spring Valley Telephone Long Distance,02/27/1997,Max Downs,715-778-4433,131 South McKay Ave.,"Spring Valley,",WI,54767
6782,SMV,"Smithville Telephone Co., Inc.",09/09/1996,Beckett L. Brashear,812-935-7749,1600 W. Temperance St.,"Ellettsville,",IN,47429
6784,RTR,RTI Communications,04/24/1997,Mehran Forouzan Rad,---,---,---,---,---
6785,SFV,"Steelville Long Distance, Inc.",10/12/1999,Kevin J. Ancell,573-775-4321,61 E. Hwy. 8 East,Steelville,MO,65565
6789,NXB,"First Communications, LLC",03/23/2001,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
6792,HTT,"Hutchinson Telecommunications, Inc.",08/19/1997,Monty Morrow,507-354-4111,"P.O. Box 639, 235 Franklin St. SW","Hutchinson,",MN,55350-0639
6797,SFH,Southern Michigan Cellular Co.,10/15/2008,Robert E. Fisher,269-623-9916,"123 W. Orchard, Box 127",Delton,MI,49046-0127
6798,DMH,"Andiamo Telecom, LLC",10/20/1995,Jack Kelley,480-850-2707,"10575 North 114th St., Suite 103","Scottsdale,",AZ,85259
6799,OTE,"One Tel, Inc.",5/27/1998,Dominic Smith,---,---,---,---,---
6800,LMX,"Linkmax Communications, Inc.",2/24/1999,Dr. Wei Tang,---,---,---,---,---
6811,GEM,"Geetingsville Telephone Co., Inc.",08/22/2000,Steve Scott,765-258-3111,9155 N. County Rd. 200 E.,"Frankfort,",IN,46041-7799
6815,FMA,Farmers Mutual Telephone Co.,09/01/2000,Jorge Chediak,208-452-2000,319 SW 3rd St.,"Fruitland,",ID,83619
6821,MDK,"MTA Long Distance, Inc.",6/22/1997,Carolyn Hanson,907-761-2727,"701 E. Parks Hwy, Suite 101","Wasilla,",AK,99654
6823,PXS,"PRTCommunications, LLC",09/17/1999,Melvin Gravely,864-683-3703,"201 Anderson Dr., P.O. Box 249","Laurens,",SC,29360
6824,ULO,"Tularosa Communications, Inc.",06/16/2000,Joshua Beug,575-585-9800,503 St. Francis Dr.,"Tularosa,",NM,88352
6825,TKA,"TelAlaska Long Distance, Inc.",10/29/1997,Bob Dunn,907-563-2003,201 E. 56th Ave.,"Anchorage,",AK,99518
6827,TYW,TDS Telecom,11/21/1997,Phillip Berry,608-664-4524,525 Junction Rd.,"Madison,",WI,53717
6828,NOG,"NATCO Technologies, Inc.",11/09/2000,David E. White,870-453-9253,"301 E. Main St., P.O. Box 209","Flippin,",AR,72634
6831,OVO,Communications Venture Corp. (CVC) dba INdigital Telecom,06/12/1999,Steven A. Lantz,---,5312 W. Washington Center Rd.,"Fort Wayne,",IN,46818
6833,---,Coop Tel (9163-7918 Quebec Inc.),12/19/2001,Mario Beaudoin,450-532-5656 x1039,5521 Chernin de l'Aeroport,"Valcourt, Quebec",CANADA,J03 2L0
6837,OMH,"Long Lines Metro, LLC",06/04/1998,Paul Bergmann,712-271-5535,501 4th St.,"Sergeant Bluff,",IA,51054
6838,NOG,"NATCO Technologies, Inc.",7/20/2004,David E. White,870-453-9253,"301 E. Main St., P.O. Box 209","Flippin,",AR,72634
6839,EZX,"Etex Communications, LLC dba Etex Telecom",11/08/2000,Leslie Richardson,903-797-1158,P.O. Box 130,Gilmer,TX,75644
6840,BBB,"Baldwin Broadband, LLC",03/31/1997,Matt Sparks,715-688-1055,930 Maple St.,"Baldwin,",WI,54002-0197
6847,MYN,Monroe Telephone Co. dba Monroe Area Communications,09/27/1999,Sue Billings,541-847-5135,"575 Commercial St., P.O. Box 130","Monroe,",OR,97456
6850,UHD,"U.S. Telefone Holding Company Inc. dba U. S. Telefone, Inc.",04/24/2000,---,---,---,---,---,---
6853,UTX,"UTC Long Distance, L.L.C.",03/04/1997,Kristin Jackson,931-364-4325,120 Taylor St.,"Chapel Hill,",TN,37034
6854,UDN,"United Communications, Inc.",11/10/2017,Kristin Jackson,931-364-4325,120 Taylor Street,Chapel Hill,TN,37034
6855,---,Coop Tel (9163-7918 Quebec Inc.),9/30/2015,Mario Beaudoin,450-532-5656 x1039,5521 Chernin de l'Aeroport,"Valcourt, Quebec",CANADA,J03 2L0
6862,RUR,"Tri Rural Independent Operations, LLC dba Trio, LLC",04/06/2000,Jay Barton,309-596-2222,1106 13st St.,Viola,IL,61486
6864,ABA,American Business Alliance ,10/15/1996,---,---,---,---,---,---
6866,BHF,"Clarity Telecom, LLC dba Vast Broadband ",03/18/1999,Robin Davidson,573-481-2763,5100 S. Broadband Lane,Sioux Falls,SD,57108
6867,---,"Northwestel, Inc.",07/20/1999,Sam Haigh,867-920-3655,P.O. Box 790,"Yellowknife, N.T.",CANADA,X1A 2N6
6868,STZ,Americatel Corporation,6/24/1997,Aurora Ares,301-610-4339,"7361 Calhoun Place, Suite 650",Rockville,MD,20855
6870,AOG,Americom Technologies,02/23/1996,Michelle Post,---,"6080 Huntwick Terrace, Suite 308",Delray Beach,FL,33484
6873,SID,"SEI Data, Inc. dba SEI Long Distance",02/03/1999,Sheila McIntosh,812-667-5100,"14005 U.S. 50, P.O. Box 7","Dillsboro,",IN,47018
6881,MGF,"Monmouth Telephone & Telegraph, Inc.",03/08/2000,Ramon E. Quezada,732-704-1000,10 Drs James Parker Blvd.,"Red Bank,",NJ,07701
6882,AFQ,"AMA Communications LLC dba AMA Telecom, Inc.",05/14/2003,Dell Purdy,806-722-2247,"4621 South Loop 289, Suite A","Lubbock,",TX,79424
6883,MGF,"Monmouth Telephone & Telegraph, Inc.",09/23/2002,Ramon E. Quezada,732-704-1000,10 Drs James Parker Blvd.,"Red Bank,",NJ,07701
6885,VTL,Videotron Ltd.,01/10/1997,Dennis Beland,514-380-4792,"Floor 15 South Tower, 612 St-Jacques Street West","Montreal, Quebec",Canada,H3C 4M8
6888,VTL,Videotron Ltd.,8/4/2006,Dennis Beland,514-380-4792,"Floor 15 South Tower, 612 St-Jacques Street West","Montreal, Quebec",Canada,H3C 4M8
6892,TIM,"Level 3 Telecom Holdings, LLC",05/06/1996,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
6894,LIG,"LigTel Communications, Inc.",01/18/2000,Randy Mead,260-894-9230,414 S. Cavin St.,"Ligonier,",IN,46767
6899,RIY,"Tri-County Communications, Inc.",3/30/2006,Melinda Jackson,252-964-8019,2193 NC 99 Hwy. S,"Belhaven,",NC,27810
6901,QUK,"Quick Communications, Inc.",06/08/2001,Bruce Yuille,248-623-9500,5850 Dixie Hwy.,"Clarkston,",MI,48346
6905,MOW,"Blackfoot Communications, Inc.",08/12/1998,Kevin Drake,406-541-5242,1221 N. Russell,"Missoula,",MT,59808
6907,AXG,AP&T Long Distance,1/23/2009,Mike Garrett,360-385-1733,193 Otto St.,"Port Townsend,",WA,98368
6910,NHV,"New Hope Telephone Cooperative Long Distance, Inc.",11/2/2006,Teresa Hunkapiller,256-723-4213,4515 Main Dr.,"New Hope,",AL,35760
6911,WTB,"WTC Communications, Inc.",12/22/1999,Steven L. Sackrider,785-456-1000,"529 Lincoln, P.O. Box 25","Wamego,",KS,66547
6912,AYV,"ACN Communication Services, Inc.",05/16/2002,Anthony Solomon,704-260-3340,1000 Progress Place,Concord,NC,28025
6922,NWE,"Northwest Community Communications, Inc.",02/27/1997,Michael D. Jensen,715-268-7101,116 Harriman Ave. North,"Amery,",WI,54001
6928,GRF,"Grafton Long Distance, Inc.",09/03/2001,Susan Hamilton,618-786-3311,119 East Main St.,"Grafton,",IL,62037
6930,FUL,Full Service Network,12/18/1998,David E. Schwencke,412-745-9000,"600 Grant St., 30th Floor","Pittsburgh,",PA,15219
6942,XIC,XIT Communications,11/19/1996,Catherine Taylor,806-384-3311,P.O. Box 711,"Dalhart,",TX,79022
6943,LKD,"Windstream Lakedale Link, Inc.",11/30/1999,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
6944,PHL,"Panhandle Telecommunication Systems, Inc.",6/30/2000,Kelley Wells,580-468-2179,"Box 511, 2224 Hwy. 64 North","Guymon,",OK,73942
6945,IUC,"Indianhead Communications Corp,",03/15/1999,John P. Sonnek,507-526-1164,123 W. 7th St.,Blue Earth,MN,56013
6946,UWE,SureWest Televideo dba SureWest Broadband,11/09/2000,Cat Baird,916-786-1619,P.O. Box 969,"Roseville,",CA,95678
6948,XIC,XIT Communications,3/11/2006,Catherine Taylor,806-384-3311,P.O. Box 711,"Dalhart,",TX,79022
6953,VES,Verizon Long Distance LLC,03/03/1996,laura.r.dalton@verizon.com,,,,,
6959,HWB,"Hiawatha Broadband Communications, Inc.",12/08/1997,Dan Pecarina,507-474-5805,58 Johnson St.,Winona,MN,55987
6963,BAX,Verizon Long Distance LLC,07/20/1995,laura.r.dalton@verizon.com,,,,,
6969,SSS,Telecom House Incorporated,10/23/1996,Sanie S. Cabangcala,310-289-9000 ,"8421 Wilshire Blvd., Suite 300","Beverly Hills,",CA,90211
6981,WVW,"Alteva of Warwick, LLC",02/13/1997,Cody M. Sullivan,845-986-2310,47 Main St.,"Warwick,",NY,10990
6984,NRI,"Zayo Group, LLC",12/09/1999,David Roberts,303-381-330,"8101 E. Prentice Ave., Suite 600",Englewood,CO,80111
6995,---,People's Telephone Company of Forest Inc.,10/15/2001,Kim Brown,902-446-3794,"P.O. Box 8660, Station A","Halifax, NS",CANADA,B3K 5M3
6996,ORL,Orlando Telephone Company Inc.,07/23/1997,"Petra R, O'Neill",407-996-7166,4558 35th Street,"Orlando,",FL,32811
7000,ISF,Futurum Communications Corp.,2/27/2012,Jawaid Bazyar,303-815-1814,P.O. Box 44009,Denver,CO,80201
7007,BUV,Business Telecommunications Services,08/06/2002,Luis Latouche,305-358-5850 x6809,2620 SW 27th Avenue,"Miami,",FL,33133
7030,OUV,"Totel Customer Services, Inc.",12/10/2004,Peter A. Deibert,918-535-2208,P.O. Box 300,Ochelata,OK,74051
7043,OGV,Council Grove Telephone Company,10/30/2002,Mike Houston,620-767-9021,1568 S. 100 Road,Council Grove,KS,67607
7107,NMQ,National Mobile Communications Corp.,9/22/2006,Anthony Lievanos,518-694-8716,"41 State St., 10th Floor",Albany,NY,12207
7123,BEV,"BEVCOMM, Inc.",9/22/2005,John Sonnek,507-526-1164,123 W. 7th St.,Blue Earth,MN,56013
7243,LTP,"Lightship Telecom, L.L.C.",10/15/2001,Edward J. Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
